code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
GGG,2013J,588289,F,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction
GGG,2013J,588314,F,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,Pass
GGG,2013J,588363,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
GGG,2013J,588367,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
GGG,2013J,588382,F,North Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
GGG,2013J,588391,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
GGG,2013J,588411,F,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
GGG,2013J,588469,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail
GGG,2013J,588505,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass
GGG,2013J,588522,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass
GGG,2013J,588781,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
GGG,2013J,588944,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
GGG,2013J,588963,F,North Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
GGG,2013J,589048,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,589126,F,South Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction
GGG,2013J,589147,M,South East Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass
GGG,2013J,589198,M,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail
GGG,2013J,589377,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction
GGG,2013J,589395,M,North Region,Lower Than A Level,30-40%,0-35,0,30,Y,Pass
GGG,2013J,589493,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
GGG,2013J,589507,F,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
GGG,2013J,589558,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
GGG,2013J,589690,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
GGG,2013J,589691,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
GGG,2013J,589702,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
GGG,2013J,589734,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
GGG,2013J,589744,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,Pass
GGG,2013J,589748,F,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass
GGG,2013J,589845,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail
GGG,2013J,589914,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass
GGG,2013J,589919,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail
GGG,2013J,589927,F,South Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,589990,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,Y,Pass
GGG,2013J,590034,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
GGG,2013J,590046,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction
GGG,2013J,590147,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,590213,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail
GGG,2013J,590215,F,North Western Region,HE Qualification,50-60%,0-35,0,30,N,Pass
GGG,2013J,590251,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail
GGG,2013J,590353,F,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
GGG,2013J,590540,M,North Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction
GGG,2013J,590593,F,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Pass
GGG,2013J,590662,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
GGG,2013J,590711,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
GGG,2013J,590764,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Distinction
GGG,2013J,590835,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
GGG,2013J,590836,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
GGG,2013J,590864,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass
GGG,2013J,591179,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction
GGG,2013J,591198,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction
GGG,2013J,591225,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction
GGG,2013J,591243,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass
GGG,2013J,591255,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail
GGG,2013J,591321,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
GGG,2013J,591409,M,North Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
GGG,2013J,591549,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
GGG,2013J,591588,M,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
GGG,2013J,591602,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
GGG,2013J,591671,F,North Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail
GGG,2013J,591804,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction
GGG,2013J,591814,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
GGG,2013J,591819,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Fail
GGG,2013J,591837,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
GGG,2013J,591849,M,London Region,Lower Than A Level,30-40%,35-55,0,30,Y,Fail
GGG,2013J,591859,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail
GGG,2013J,591873,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass
GGG,2013J,592043,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,592056,F,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
GGG,2013J,592059,F,South East Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
GGG,2013J,592127,F,South West Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
GGG,2013J,592245,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Distinction
GGG,2013J,592248,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Distinction
GGG,2013J,592272,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
GGG,2013J,592287,M,South East Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
GGG,2013J,592361,F,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Distinction
GGG,2013J,592448,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
GGG,2013J,592451,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
GGG,2013J,592660,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass
GGG,2013J,592737,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
GGG,2013J,592880,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail
GGG,2013J,592882,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
GGG,2013J,593010,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail
GGG,2013J,593013,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail
GGG,2013J,593017,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
GGG,2013J,593127,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Distinction
GGG,2013J,593246,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
GGG,2013J,593431,F,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,593438,M,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
GGG,2013J,593540,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
GGG,2013J,593546,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
GGG,2013J,593569,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
GGG,2013J,593734,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
GGG,2013J,593819,F,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
GGG,2013J,593840,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail
GGG,2013J,593842,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
GGG,2013J,593858,F,London Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass
GGG,2013J,593954,F,South West Region,Lower Than A Level,70-80%,0-35,0,30,Y,Pass
GGG,2013J,594185,F,South West Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail
GGG,2013J,594188,M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
GGG,2013J,594196,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
GGG,2013J,594450,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
GGG,2013J,594554,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction
GGG,2013J,594625,F,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
GGG,2013J,594745,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction
GGG,2013J,594771,M,North Western Region,Lower Than A Level,0-10%,0-35,0,105,Y,Distinction
GGG,2013J,594816,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
GGG,2013J,594834,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass
GGG,2013J,594901,F,London Region,Lower Than A Level,10-20,0-35,0,30,Y,Fail
GGG,2013J,594910,F,North Western Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail
GGG,2013J,594943,F,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Pass
GGG,2013J,595185,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass
GGG,2013J,595256,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
GGG,2013J,595305,F,London Region,No Formal quals,50-60%,0-35,0,30,N,Pass
GGG,2013J,595335,F,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Distinction
GGG,2013J,595365,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
GGG,2013J,595434,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction
GGG,2013J,595440,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Distinction
GGG,2013J,595474,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction
GGG,2013J,595496,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass
GGG,2013J,595501,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail
GGG,2013J,595535,F,North Western Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail
GGG,2013J,595686,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass
GGG,2013J,595908,F,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction
GGG,2013J,595927,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,Y,Distinction
GGG,2013J,595977,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass
GGG,2013J,596071,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
GGG,2013J,596075,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass
GGG,2013J,596089,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
GGG,2013J,596091,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,Y,Pass
GGG,2013J,596143,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Distinction
GGG,2013J,596208,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass
GGG,2013J,596214,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail
GGG,2013J,596221,F,London Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
GGG,2013J,596255,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
GGG,2013J,596301,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction
GGG,2013J,596358,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass
GGG,2013J,596376,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
GGG,2013J,596527,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
GGG,2013J,596618,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
GGG,2013J,596636,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
GGG,2013J,596694,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass
GGG,2013J,596697,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
GGG,2013J,596801,F,South East Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
GGG,2013J,596819,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
GGG,2013J,596824,F,London Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass
GGG,2013J,596943,F,South East Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
GGG,2013J,597045,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
GGG,2013J,597058,F,South Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction
GGG,2013J,597060,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction
GGG,2013J,597097,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,Y,Pass
GGG,2013J,597114,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
GGG,2013J,597152,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail
GGG,2013J,597253,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction
GGG,2013J,597289,F,East Anglian Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail
GGG,2013J,597299,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
GGG,2013J,597333,F,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Pass
GGG,2013J,597360,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction
GGG,2013J,597515,F,North Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
GGG,2013J,597597,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction
GGG,2013J,597617,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Pass
GGG,2013J,597669,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
GGG,2013J,597936,F,South Region,HE Qualification,40-50%,35-55,0,30,N,Fail
GGG,2013J,597941,F,South West Region,No Formal quals,30-40%,0-35,0,30,N,Pass
GGG,2013J,597971,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass
GGG,2013J,598107,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
GGG,2013J,598139,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass
GGG,2013J,598176,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
GGG,2013J,598178,M,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
GGG,2013J,598226,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,Y,Fail
GGG,2013J,598327,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,Pass
GGG,2013J,598406,F,South West Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail
GGG,2013J,598420,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass
GGG,2013J,598421,F,South West Region,HE Qualification,20-30%,0-35,0,30,N,Pass
GGG,2013J,598546,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail
GGG,2013J,598667,F,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
GGG,2013J,598717,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,598762,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
GGG,2013J,598788,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass
GGG,2013J,598824,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
GGG,2013J,598840,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
GGG,2013J,598921,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
GGG,2013J,598923,M,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail
GGG,2013J,599000,M,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
GGG,2013J,599009,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
GGG,2013J,599080,F,West Midlands Region,No Formal quals,10-20,0-35,0,30,N,Pass
GGG,2013J,599267,F,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail
GGG,2013J,599278,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
GGG,2013J,599306,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass
GGG,2013J,599385,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
GGG,2013J,599410,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Pass
GGG,2013J,599448,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail
GGG,2013J,599499,F,South Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Fail
GGG,2013J,599503,M,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail
GGG,2013J,599529,M,South West Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
GGG,2013J,599553,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail
GGG,2013J,599804,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail
GGG,2013J,599815,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass
GGG,2013J,599853,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
GGG,2013J,599963,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,Y,Pass
GGG,2013J,600032,M,London Region,Lower Than A Level,10-20,0-35,0,45,Y,Fail
GGG,2013J,600081,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
GGG,2013J,600097,F,North Western Region,Lower Than A Level,0-10%,35-55,0,90,N,Pass
GGG,2013J,600202,M,South Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
GGG,2013J,600266,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,600277,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
GGG,2013J,600305,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
GGG,2013J,600315,F,East Midlands Region,No Formal quals,20-30%,0-35,0,30,N,Fail
GGG,2013J,600325,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
GGG,2013J,600461,F,London Region,No Formal quals,20-30%,0-35,0,30,N,Fail
GGG,2013J,600471,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass
GGG,2013J,600514,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction
GGG,2013J,600566,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
GGG,2013J,600606,F,South Region,Lower Than A Level,90-100%,35-55,0,30,Y,Pass
GGG,2013J,600645,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
GGG,2013J,600733,F,South Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction
GGG,2013J,600895,M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass
GGG,2013J,600908,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass
GGG,2013J,601123,F,South West Region,A Level or Equivalent,80-90%,35-55,0,90,N,Pass
GGG,2013J,601125,F,South East Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
GGG,2013J,601126,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,30,N,Pass
GGG,2013J,601132,F,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass
GGG,2013J,601199,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
GGG,2013J,601239,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
GGG,2013J,601275,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail
GGG,2013J,601276,M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
GGG,2013J,601319,F,South East Region,HE Qualification,90-100%,0-35,0,30,N,Pass
GGG,2013J,601360,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass
GGG,2013J,601414,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail
GGG,2013J,601464,F,London Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
GGG,2013J,601465,M,London Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail
GGG,2013J,601511,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
GGG,2013J,601529,M,South Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail
GGG,2013J,601534,F,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
GGG,2013J,601546,F,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Fail
GGG,2013J,601576,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
GGG,2013J,601581,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,30,N,Fail
GGG,2013J,601605,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass
GGG,2013J,601645,F,West Midlands Region,No Formal quals,0-10%,0-35,0,30,N,Fail
GGG,2013J,601854,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass
GGG,2013J,601892,M,North Western Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail
GGG,2013J,601914,M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
GGG,2013J,601939,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail
GGG,2013J,601963,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass
GGG,2013J,601983,F,South West Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass
GGG,2013J,602023,F,South West Region,A Level or Equivalent,40-50%,35-55,0,30,N,Fail
GGG,2013J,602026,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
GGG,2013J,602072,F,South Region,A Level or Equivalent,70-80%,35-55,0,30,Y,Pass
GGG,2013J,602168,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
GGG,2013J,602175,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail
GGG,2013J,602401,M,North Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
GGG,2013J,602470,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
GGG,2013J,602531,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,602573,M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction
GGG,2013J,602604,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
GGG,2013J,602607,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,Y,Fail
GGG,2013J,602711,F,South East Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction
GGG,2013J,602768,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
GGG,2013J,602780,M,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
GGG,2013J,602820,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
GGG,2013J,603044,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
GGG,2013J,603058,F,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
GGG,2013J,603164,F,London Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass
GGG,2013J,603230,F,South Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
GGG,2013J,603328,F,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass
GGG,2013J,603365,M,North Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,603573,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail
GGG,2013J,603579,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
GGG,2013J,603585,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail
GGG,2013J,603685,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
GGG,2013J,603740,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
GGG,2013J,603763,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,Y,Pass
GGG,2013J,603827,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
GGG,2013J,603913,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass
GGG,2013J,603918,F,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
GGG,2013J,604064,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction
GGG,2013J,604096,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,30,N,Pass
GGG,2013J,604110,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction
GGG,2013J,604153,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail
GGG,2013J,604213,F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass
GGG,2013J,604336,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
GGG,2013J,604423,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,30,N,Distinction
GGG,2013J,604471,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
GGG,2013J,604498,F,Yorkshire Region,No Formal quals,30-40%,0-35,0,30,N,Pass
GGG,2013J,604534,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail
GGG,2013J,604536,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
GGG,2013J,604539,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction
GGG,2013J,604721,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
GGG,2013J,604930,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction
GGG,2013J,604980,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
GGG,2013J,605027,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass
GGG,2013J,605072,F,North Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass
GGG,2013J,605156,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
GGG,2013J,605225,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
